network,attr,method,lam,nodes (n),clusters (k),groups (h),Q_FNMTF,B_FNMTF
LastFM,Gender,FairNMF,1.6,5576,10,6,0.627019445,0.019407001
LastFM,Gender,FairNMF,1.8,5576,10,6,0.629143485,0.017139677
LastFM,Gender,FairNMF,2,5576,10,6,0.627952296,0.02170231
LastFM,Gender,FairNMF,2.5,5576,10,6,0.642440472,0.020955002
LastFM,Gender,FairNMF,3,5576,10,6,0.633399917,0.019807828
LastFM,Gender,FairNMF,3.5,5576,10,6,0.641255232,0.023258692
LastFM,Gender,FairNMF,4,5576,10,6,0.632580241,0.026918633
LastFM,Gender,FairNMF,4.5,5576,10,6,0.623128205,0.022878955
LastFM,Gender,FairNMF,5,5576,10,6,0.63403485,0.031704072
LastFM,Gender,FairNMF,6,5576,10,6,0.626544806,0.026343229
LastFM,Gender,FairNMF,7,5576,10,6,0.603475214,0.024881125
LastFM,Gender,FairNMF,8,5576,10,6,0.62041848,0.034082477
LastFM,Gender,FairNMF,9,5576,10,6,0.616055089,0.025338334
LastFM,Gender,FairNMF,10,5576,10,6,0.592407623,0.040596114
LastFM,Gender,FairNMF,15,5576,10,6,0.611758173,0.032113688
LastFM,Gender,FairNMF,20,5576,10,6,0.610268809,0.034969063
LastFM,Gender,FairNMF,25,5576,10,6,0.380622114,0.137979557
LastFM,Gender,FairNMF,30,5576,10,6,0.3667726,0.129234987
LastFM,Gender,FairNMF,35,5576,10,6,0,0.330281229
LastFM,Gender,FairNMF,40,5576,10,6,0,0.330281229
LastFM,Gender,FairNMF,45,5576,10,6,0,0.330281229
LastFM,Gender,FairNMF,50,5576,10,6,0.09225691,0.234739289
LastFM,Gender,FairNMF,60,5576,10,6,0,0.330281229
LastFM,Gender,FairNMF,70,5576,10,6,0,0.330281229
LastFM,Gender,FairNMF,80,5576,10,6,0,0.330281229
LastFM,Gender,FairNMF,90,5576,10,6,0,0.330281229
LastFM,Gender,FairNMF,100,5576,10,6,0,0.330281229
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
LastFM,Gender,FairNMF,55,5576,2,6,0.288368127,0.143237303
LastFM,Gender,FairNMF,65,5576,2,6,0.293804809,0.154275095
LastFM,Gender,FairNMF,75,5576,2,6,0.279018802,0.178902076
LastFM,Gender,FairNMF,85,5576,2,6,0.270060071,0.140746249
LastFM,Gender,FairNMF,95,5576,2,6,0.259939612,0.155533748
LastFM,Gender,FairNMF,105,5576,2,6,0.21682029,0.137010676
LastFM,Gender,FairNMF,110,5576,2,6,0.21827548,0.146718147
LastFM,Gender,FairNMF,115,5576,2,6,0.208045289,0.118677043
LastFM,Gender,FairNMF,120,5576,2,6,0.206535087,0.11778291
LastFM,Gender,FairNMF,125,5576,2,6,0.207399692,0.180701754
LastFM,Gender,FairNMF,130,5576,2,6,0.194092948,0.147548566
LastFM,Gender,FairNMF,135,5576,2,6,0.171952159,0.122626582
LastFM,Gender,FairNMF,140,5576,2,6,0.173814068,0.098879367
LastFM,Gender,FairNMF,145,5576,2,6,0.174721371,0.106568365
LastFM,Gender,FairNMF,150,5576,2,6,0.150949105,0.119607843
LastFM,Gender,FairNMF,200,5576,2,6,0.160557217,0.137438424
LastFM,Gender,FairNMF,250,5576,2,6,0.114233335,0.167774086
LastFM,Gender,FairNMF,300,5576,2,6,0.115230711,0.169102592
LastFM,Gender,FairNMF,350,5576,2,6,0.120353033,0.199072732
LastFM,Gender,FairNMF,400,5576,2,6,0.0865458,0.348488036
LastFM,Gender,FairNMF,450,5576,2,6,0.17254557,0.110717332
LastFM,Gender,FairNMF,500,5576,2,6,0.09137851,0.328659779
LastFM,Gender,FairNMF,600,5576,2,6,0.08857069,0.294494936
LastFM,Gender,FairNMF,700,5576,2,6,0.088280078,0.278068386
LastFM,Gender,FairNMF,800,5576,2,6,0.092529497,0.296566117
LastFM,Gender,FairNMF,900,5576,2,6,0.086394805,0.315841598
LastFM,Gender,FairNMF,1000,5576,2,6,0.070653385,0.323761165
LastFM,Gender,FairNMF,1500,5576,2,6,0.014329757,0.333025211
LastFM,Gender,FairNMF,2000,5576,2,6,0.011316077,0.331477418
LastFM,Gender,FairNMF,2500,5576,2,6,0.007816467,0.330011734
LastFM,Gender,FairNMF,3000,5576,2,6,0.00788785,0.33029677
LastFM,Gender,FairNMF,3500,5576,2,6,0.000653683,0.330852272
LastFM,Gender,FairNMF,4000,5576,2,6,0.006324978,0.329721504
LastFM,Gender,FairNMF,4500,5576,2,6,0.00497313,0.33138782
LastFM,Gender,FairNMF,5000,5576,2,6,0.000413126,0.329931972
LastFM,Gender,FairNMF,55,5576,3,6,0.453673972,0.135714322
LastFM,Gender,FairNMF,65,5576,3,6,0.445828391,0.132230365
LastFM,Gender,FairNMF,75,5576,3,6,0.450171591,0.130538734
LastFM,Gender,FairNMF,85,5576,3,6,0.430298087,0.133231983
LastFM,Gender,FairNMF,95,5576,3,6,0.423579357,0.142292721
LastFM,Gender,FairNMF,105,5576,3,6,0.406473591,0.108007183
LastFM,Gender,FairNMF,110,5576,3,6,0.393169946,0.088301219
LastFM,Gender,FairNMF,115,5576,3,6,0.39048536,0.077085152
LastFM,Gender,FairNMF,120,5576,3,6,0.401828735,0.185187517
LastFM,Gender,FairNMF,125,5576,3,6,0.402683924,0.183206107
LastFM,Gender,FairNMF,130,5576,3,6,0.363398499,0.046380576
LastFM,Gender,FairNMF,135,5576,3,6,0.342718616,0.065203473
LastFM,Gender,FairNMF,140,5576,3,6,0.336704126,0.050564613
LastFM,Gender,FairNMF,145,5576,3,6,0.28470437,0.054733932
LastFM,Gender,FairNMF,150,5576,3,6,0.381559189,0.087635619
LastFM,Gender,FairNMF,200,5576,3,6,0.28123664,0.04787308
LastFM,Gender,FairNMF,250,5576,3,6,0.234647058,0.105897598
LastFM,Gender,FairNMF,300,5576,3,6,0.198489422,0.174284649
LastFM,Gender,FairNMF,350,5576,3,6,0.155627762,0.163609414
LastFM,Gender,FairNMF,400,5576,3,6,0.151733828,0.217944234
LastFM,Gender,FairNMF,450,5576,3,6,0.173440028,0.202819968
LastFM,Gender,FairNMF,500,5576,3,6,0.088078278,0.321243103
LastFM,Gender,FairNMF,600,5576,3,6,0.089304428,0.329168711
LastFM,Gender,FairNMF,700,5576,3,6,0.092085568,0.341768321
LastFM,Gender,FairNMF,800,5576,3,6,0.096155013,0.325079964
LastFM,Gender,FairNMF,900,5576,3,6,0.082300918,0.329882951
LastFM,Gender,FairNMF,1000,5576,3,6,0.08168716,0.323572403
LastFM,Gender,FairNMF,1500,5576,3,6,0.039619303,0.329540446
LastFM,Gender,FairNMF,2000,5576,3,6,0.020938022,0.330640339
LastFM,Gender,FairNMF,2500,5576,3,6,0.008124454,0.331689206
LastFM,Gender,FairNMF,3000,5576,3,6,0.006058337,0.3274744
LastFM,Gender,FairNMF,3500,5576,3,6,0.005326179,0.330737818
LastFM,Gender,FairNMF,4000,5576,3,6,-0.000725989,0.330038701
LastFM,Gender,FairNMF,4500,5576,3,6,0.000721492,0.329867391
LastFM,Gender,FairNMF,5000,5576,3,6,-0.001721875,0.328220206
LastFM,Gender,FairNMF,55,5576,4,6,0.552209559,0.080010363
LastFM,Gender,FairNMF,65,5576,4,6,0.553876229,0.086116968
LastFM,Gender,FairNMF,75,5576,4,6,0.53049917,0.068349566
LastFM,Gender,FairNMF,85,5576,4,6,0.537535753,0.087241279
LastFM,Gender,FairNMF,95,5576,4,6,0.371027787,0.097363587
